seg,word,cate,v,a
2,fact,7,6.23,3.29
2,fan,7,6.36,4.89
2,hair,7,5.56,4.48
2,cover,7,5.59,3.76
2,real,7,7.09,4.05
2,mask,7,5.23,4.58
3,mood,7,5.6,4.73
3,person,7,6.32,4.19
3,option,7,6.37,3.19
4,father,7,6.88,3.68
4,school,7,5.41,4.57
4,school,7,5.41,4.57
5,fact,7,6.23,3.29
5,thing,7,4.83,4.17
5,cover,7,5.59,3.76
5,rain,7,5.08,3.65
5,truck,7,5.16,3.76
6,country,7,5.93,5.26
6,eye,7,5.86,4.52
6,knee,7,5.03,4.4
6,worth,7,6.15,4.62
7,hand,7,5.95,4.4
7,hand,7,5.95,4.4
7,face,7,6.39,5.04
7,face,7,6.39,5.04
8,academy,7,5.32,3.77
8,table,7,5.22,2.92
9,person,7,6.32,4.19
10,face,7,6.39,5.04
10,sleep,7,7.2,2.8
10,thing,7,4.83,4.17
10,pool,7,6.78,3.65
10,sleep,7,7.2,2.8
10,thing,7,4.83,4.17
11,moon,7,6.74,4.6
12,pool,7,6.78,3.65
13,famous,7,5.89,4.2
13,sleep,7,7.2,2.8
15,rain,7,5.08,3.65
15,medicine,7,5.67,4.4
15,apple,7,6.41,4.17
15,reason,7,6.27,3.33
16,thing,7,4.83,4.17
16,clay,7,5.33,3.83
16,teacher,7,7.37,2.9
16,king,7,6,4.45
16,rain,7,5.08,3.65
16,brother,7,6.18,4.48
16,hand,7,5.95,4.4
16,feet,7,4.6,3.67
17,pool,7,6.78,3.65
17,fact,7,6.23,3.29
17,fact,7,6.23,3.29
17,explain,7,5.41,4
17,worth,7,6.15,4.62
17,cool,7,6.82,3.43
17,sleep,7,7.2,2.8
17,practice,7,5.72,2.5
17,part,7,5.11,3.82
17,hair,7,5.56,4.48
17,hair,7,5.56,4.48
17,clouds,7,6.18,3.3
17,sky,7,7.32,2.74
17,puddle,7,5.07,4.14
17,brother,7,6.18,4.48
17,week,7,5.35,4.38
17,show,7,5.91,4.1
18,fact,7,6.23,3.29
18,full,7,6,3.48
18,study,7,5.78,2.55
18,closet,7,5.21,4.57
18,hair,7,5.56,4.48
18,fact,7,6.23,3.29
20,computer,7,6.24,4.75
20,makeup,7,5.64,4.48
21,vacancy,7,5.05,3.68
21,real,7,7.09,4.05
21,calm,7,6.89,1.67
21,moon,7,6.74,4.6
21,sky,7,7.32,2.74
22,question,7,6.36,3.67
22,ceiling,7,5.45,4.04
22,father,7,6.88,3.68
23,moment,7,5.76,3.83
23,haven,7,6.36,2.9
23,golf,7,4.83,3.9
23,puddle,7,5.07,4.14
23,golf,7,4.83,3.9
23,fish,7,6.04,4
25,book,7,5.72,4.17
25,cup,7,5.44,3.7
28,show,7,5.91,4.1
28,tea,7,5.87,4.13
28,pull,7,5.59,4.1
28,moment,7,5.76,3.83
29,professional,7,6.29,4.4
30,nice,7,6.55,4.38
30,advice,7,5.78,3.05
32,dress,7,6.41,4.05
32,shoes,7,6.19,4.52
33,status,7,4.89,3.83
33,crew,7,5.83,3.38
33,explain,7,5.41,4
33,card,7,5.61,4.43
33,card,7,5.61,4.43
33,name,7,5.55,4.25
33,fact,7,6.23,3.29
33,teacher,7,7.37,2.9
34,dream,7,6.73,4.53
35,egg,7,5.29,3.76
35,tissue,7,4.93,3.63
36,moon,7,6.74,4.6
37,brother,7,6.18,4.48
40,haven,7,6.36,2.9
40,show,7,5.91,4.1
40,wine,7,5.95,4.78
42,school,7,5.41,4.57
43,face,7,6.39,5.04
45,dinner,7,6.4,3.85
47,cool,7,6.82,3.43
48,show,7,5.91,4.1
49,violin,7,5.43,3.49
50,fairy,7,6.24,4.25
50,tale,7,5.95,3.09
52,worth,7,6.15,4.62
52,thing,7,4.83,4.17
53,rain,7,5.08,3.65
54,dusk,7,5.4,4.37
54,golf,7,4.83,3.9
54,dusk,7,5.4,4.37
54,clouds,7,6.18,3.3
55,ice,7,5.92,4.67
55,haven,7,6.36,2.9
58,fact,7,6.23,3.29
60,rain,7,5.08,3.65
60,rain,7,5.08,3.65
64,school,7,5.41,4.57
66,bar,7,6.42,5
67,small,7,5.76,3.43
67,iron,7,5.03,3.24
67,full,7,6,3.48
68,duke,7,4.8,4.21
70,twin,7,5.81,3.95
71,umbrella,7,5.16,3.68
71,school,7,5.41,4.57
71,real,7,7.09,4.05
71,thing,7,4.83,4.17
71,rain,7,5.08,3.65
72,haven,7,6.36,2.9
72,haven,7,6.36,2.9
72,important,7,6.82,4.71
73,moment,7,5.76,3.83
74,sleep,7,7.2,2.8
74,country,7,5.93,5.26
74,bowl,7,5.33,3.47
74,school,7,5.41,4.57
75,fact,7,6.23,3.29
75,boots,7,5.97,4.67
79,sleep,7,7.2,2.8
83,fan,7,6.36,4.89
83,land,7,6.61,3.05
85,full,7,6,3.48
85,monk,7,4.9,2.61
85,show,7,5.91,4.1
86,guide,7,5.43,3.33
86,number,7,5.55,4.34
87,fact,7,6.23,3.29
87,radio,7,6,3.84
87,team,7,5.91,3.38
89,moon,7,6.74,4.6
89,fact,7,6.23,3.29
89,visit,7,6.56,3.9
89,mood,7,5.6,4.73
89,full,7,6,3.48
89,sir,7,5.45,4.33
90,listen,7,5.93,4.45
90,bell,7,5.38,4.45
90,town,7,5.93,4.29
90,team,7,5.91,3.38
91,father,7,6.88,3.68
91,candy,7,6.54,4.58
91,land,7,6.61,3.05
92,fact,7,6.23,3.29
92,chin,7,5.29,3.31
92,chin,7,5.29,3.31
92,part,7,5.11,3.82
92,gallery,7,6.03,4.07
92,worth,7,6.15,4.62
94,broom,7,4.83,3.23
94,brother,7,6.18,4.48
94,fact,7,6.23,3.29
94,sleep,7,7.2,2.8
94,model,7,6.38,3.9
96,year,7,5.41,4.22
96,year,7,5.41,4.22
96,year,7,5.41,4.22
96,year,7,5.41,4.22
96,year,7,5.41,4.22
96,fact,7,6.23,3.29
96,pull,7,5.59,4.1
97,tea,7,5.87,4.13
98,hair,7,5.56,4.48
98,thing,7,4.83,4.17
98,fan,7,6.36,4.89
98,bean,7,5.35,3.97
99,thing,7,4.83,4.17
100,brother,7,6.18,4.48
100,dinner,7,6.4,3.85
102,salad,7,5.74,3.81
102,grapes,7,6.61,4.67
104,duke,7,4.8,4.21
104,worth,7,6.15,4.62
104,paint,7,5.62,4.1
107,moment,7,5.76,3.83
107,cool,7,6.82,3.43
107,talk,7,6.64,3.38
110,official,7,5.75,4.04
110,truck,7,5.16,3.76
114,hair,7,5.56,4.48
115,fan,7,6.36,4.89
115,makeup,7,5.64,4.48
115,thing,7,4.83,4.17
116,male,7,5.84,4.9
116,window,7,5.91,3.97
116,ice,7,5.92,4.67
120,bell,7,5.38,4.45
120,brother,7,6.18,4.48
120,thing,7,4.83,4.17
120,technology,7,5.53,4.62
121,truth,7,7.19,3.88
123,dinner,7,6.4,3.85
124,sense,7,6.09,3.7
126,fact,7,6.23,3.29
126,thing,7,4.83,4.17
126,week,7,5.35,4.38
126,fact,7,6.23,3.29
126,fan,7,6.36,4.89
126,show,7,5.91,4.1
127,real,7,7.09,4.05
128,rock,7,5.72,3.14
129,build,7,6.33,3.38
129,build,7,6.33,3.38
130,trust,7,7.24,4.3
130,haven,7,6.36,2.9
130,sleep,7,7.2,2.8
130,explain,7,5.41,4
132,sleep,7,7.2,2.8
133,week,7,5.35,4.38
133,blonde,7,6.18,4.86
133,ice,7,5.92,4.67
135,fact,7,6.23,3.29
135,outcome,7,5.62,3.68
135,dream,7,6.73,4.53
135,thing,7,4.83,4.17
136,fish,7,6.04,4
137,dinner,7,6.4,3.85
137,clay,7,5.33,3.83
138,brother,7,6.18,4.48
142,country,7,5.93,5.26
142,country,7,5.93,5.26
143,school,7,5.41,4.57
144,part,7,5.11,3.82
145,swear,7,3.44,5.05
147,king,7,6,4.45
147,fair,7,7.14,3.29
149,fair,7,7.14,3.29
149,bell,7,5.38,4.45
150,fair,7,7.14,3.29
151,fact,7,6.23,3.29
151,booth,7,5.2,4.2
151,reason,7,6.27,3.33
151,thing,7,4.83,4.17
152,week,7,5.35,4.38
153,calm,7,6.89,1.67
155,fact,7,6.23,3.29
155,school,7,5.41,4.57
155,moment,7,5.76,3.83
155,brother,7,6.18,4.48
155,lad,7,5.44,4.06
155,civil,7,5.8,2.95
156,year,7,5.41,4.22
156,year,7,5.41,4.22
156,fact,7,6.23,3.29
158,listen,7,5.93,4.45
160,swear,7,3.44,5.05
161,truth,7,7.19,3.88
161,rain,7,5.08,3.65
161,brother,7,6.18,4.48
161,brother,7,6.18,4.48
162,governor,7,5.32,3.65
163,part,7,5.11,3.82
163,part,7,5.11,3.82
163,ballet,7,6.86,3.72
164,cup,7,5.44,3.7
164,swear,7,3.44,5.05
164,serious,7,5.08,4
164,door,7,5.13,3.8
164,boots,7,5.97,4.67
164,hair,7,5.56,4.48
164,holy,7,6.06,3.37
164,serious,7,5.08,4
164,president,7,5.23,4.71
164,person,7,6.32,4.19
164,beginning,7,6.2,4.87
164,fact,7,6.23,3.29
165,swear,7,3.44,5.05
165,full,7,6,3.48
165,small,7,5.76,3.43
166,serious,7,5.08,4
167,button,7,5.21,3.82
168,window,7,5.91,3.97
169,brother,7,6.18,4.48
169,talk,7,6.64,3.38
170,calm,7,6.89,1.67
171,radio,7,6,3.84
171,sleep,7,7.2,2.8
172,calm,7,6.89,1.67
173,paper,7,5.2,2.5
175,autumn,7,6.3,4.51
175,leaves,7,6.07,3.8
176,swear,7,3.44,5.05
176,swear,7,3.44,5.05
176,show,7,5.91,4.1
178,job,7,5.64,4
179,street,7,5.22,3.39
179,dream,7,6.73,4.53
180,swear,7,3.44,5.05
180,moon,7,6.74,4.6
180,moon,7,6.74,4.6
180,lead,7,5.56,3.95
180,town,7,5.93,4.29
180,coast,7,5.9,4.17
180,sleep,7,7.2,2.8
180,school,7,5.41,4.57
180,swear,7,3.44,5.05
180,swear,7,3.44,5.05
181,job,7,5.64,4
181,planet,7,5.69,4.34
181,show,7,5.91,4.1
181,swear,7,3.44,5.05
181,thing,7,4.83,4.17
181,swear,7,3.44,5.05
181,mood,7,5.6,4.73
181,lead,7,5.56,3.95
181,lead,7,5.56,3.95
181,father,7,6.88,3.68
183,serious,7,5.08,4
183,person,7,6.32,4.19
183,face,7,6.39,5.04
183,face,7,6.39,5.04
183,seat,7,4.95,2.95
185,moon,7,6.74,4.6
185,extra,7,6.39,2.9
186,nice,7,6.55,4.38
187,official,7,5.75,4.04
187,chop,7,4.6,4.43
187,chop,7,4.6,4.43
190,swear,7,3.44,5.05
190,moment,7,5.76,3.83
190,moment,7,5.76,3.83
190,full,7,6,3.48
191,fact,7,6.23,3.29
191,queen,7,6.44,4.76
191,brother,7,6.18,4.48
191,listen,7,5.93,4.45
192,fan,7,6.36,4.89
192,dinner,7,6.4,3.85
193,country,7,5.93,5.26
193,brother,7,6.18,4.48
193,leaves,7,6.07,3.8
193,brother,7,6.18,4.48
193,total,7,5.74,4.81
194,talk,7,6.64,3.38
195,fact,7,6.23,3.29
195,crew,7,5.83,3.38
196,cool,7,6.82,3.43
197,wheel,7,5.55,4.86
197,cool,7,6.82,3.43
197,moon,7,6.74,4.6
197,role,7,6.11,4.61
198,button,7,5.21,3.82
